utilization_type,state,ndc,labeler_code,product_code,package_size,year,quarter,suppression_used,product_name,units_reimbursed,number_of_prescriptions,total_amount_reimbursed,medicaid_amount_reimbursed,non_medicaid_amount_reimbursed
FFSU,AK,52817032510,52817,0325,10,2022,2,true,"MIDODRINE ",,,,,
FFSU,AK,52817033010,52817,0330,10,2022,2,false,CYCLOBENZA,8553.000,204.000000000,1534.42,1533.94,0.48
FFSU,AK,52817033050,52817,0330,50,2022,2,false,CYCLOBENZA,605.000,13.000000000,199.73,199.73,0.00
FFSU,AK,52817033110,52817,0331,10,2022,2,true,CYCLOBENZA,,,,,
FFSU,AK,52817033200,52817,0332,00,2022,2,false,CYCLOBENZA,54146.000,954.000000000,9223.12,9223.12,0.00
FFSU,AK,52817033210,52817,0332,10,2022,2,true,CYCLOBENZA,,,,,
FFSU,AK,52817033250,52817,0332,50,2022,2,true,CYCLOBENZA,,,,,
FFSU,AK,52817035810,52817,0358,10,2022,2,true,METOPROLOL,,,,,
FFSU,AK,52817036000,52817,0360,00,2022,2,false,METOPROLOL,5228.000,67.000000000,482.75,482.75,0.00
FFSU,AK,52817036010,52817,0360,10,2022,2,false,METOPROLOL,2045.000,15.000000000,81.49,78.40,3.09
FFSU,AK,52817036100,52817,0361,00,2022,2,false,METOPROLOL,4017.000,38.000000000,276.20,276.20,0.00
FFSU,AK,52817036110,52817,0361,10,2022,2,false,METOPROLOL,1622.000,11.000000000,53.07,53.07,0.00
FFSU,AK,52817036210,52817,0362,10,2022,2,false,METOPROLOL,3402.000,21.000000000,109.42,109.42,0.00
FFSU,AK,52817036410,52817,0364,10,2022,2,true,TRIAMTEREN,,,,,
FFSU,AK,52817080030,52817,0800,30,2022,2,true,CLOTRIMAZO,,,,,
FFSU,AK,52817081508,52817,0815,08,2022,2,true,AMINOCAPRO,,,,,
FFSU,AK,52817081615,52817,0816,15,2022,2,true,"ACETIC ACI",,,,,
FFSU,AK,52817081701,52817,0817,01,2022,2,true,HYDROCORTI,,,,,
FFSU,AK,52856050101,52856,0501,01,2022,2,true,"EMFLAZA   ",,,,,
FFSU,AK,52856050203,52856,0502,03,2022,2,true,"EMFLAZA   ",,,,,
FFSU,AK,52856050303,52856,0503,03,2022,2,true,"EMFLAZA   ",,,,,
FFSU,AK,52937000120,52937,0001,20,2022,2,true,"VASCEPA   ",,,,,
FFSU,AK,53436008430,53436,0084,30,2022,2,true,"VELTASSA  ",,,,,
FFSU,AK,53436016830,53436,0168,30,2022,2,true,"VELTASSA  ",,,,,
FFSU,AK,53451010101,53451,0101,01,2022,2,true,"HORIZANT  ",,,,,
FFSU,AK,53489011802,53489,0118,02,2022,2,false,DOXYCYCLIN,968.000,17.000000000,413.15,404.53,8.62
FFSU,AK,53489011905,53489,0119,05,2022,2,false,DOXYCYCLIN,1864.000,88.000000000,1156.86,1156.86,0.00
FFSU,AK,53489012002,53489,0120,02,2022,2,true,DOXYCYCLIN,,,,,
FFSU,AK,53489012005,53489,0120,05,2022,2,false,DOXYCYCLIN,658.000,16.000000000,75.67,75.67,0.00
FFSU,AK,53489014401,53489,0144,01,2022,2,true,SPIRONOLAC,,,,,
FFSU,AK,53489015601,53489,0156,01,2022,2,true,ALLOPURINO,,,,,
FFSU,AK,53489032801,53489,0328,01,2022,2,true,SPIRONOLAC,,,,,
FFSU,AK,53489032905,53489,0329,05,2022,2,false,SPIRONOLAC,3539.000,66.000000000,1717.92,1717.92,0.00
FFSU,AK,53489038601,53489,0386,01,2022,2,true,"MINOXIDIL ",,,,,
FFSU,AK,53489038701,53489,0387,01,2022,2,true,"MINOXIDIL ",,,,,
FFSU,AK,53489040001,53489,0400,01,2022,2,true,"NYSTATIN  ",,,,,
FFSU,AK,53489064701,53489,0647,01,2022,2,true,DOXYCYCLIN,,,,,
FFSU,AK,53746010901,53746,0109,01,2022,2,false,HYDROCODON,3190.000,112.000000000,1493.79,1493.79,0.00
FFSU,AK,53746010905,53746,0109,05,2022,2,false,HYDROCODON,1629.000,58.000000000,887.29,887.29,0.00
FFSU,AK,53746011001,53746,0110,01,2022,2,false,HYDROCODON,14697.000,162.000000000,3959.58,3959.58,0.00
FFSU,AK,53746011005,53746,0110,05,2022,2,false,HYDROCODON,1902.000,28.000000000,563.77,563.77,0.00
FFSU,AK,53746011701,53746,0117,01,2022,2,true,HYDROCODON,,,,,
FFSU,AK,53746014501,53746,0145,01,2022,2,false,HYDROCODON,1810.000,19.000000000,515.79,515.79,0.00
FFSU,AK,53746016960,53746,0169,60,2022,2,true,"MEMANTINE ",,,,,
FFSU,AK,53746019405,53746,0194,05,2022,2,true,"NAPROXEN S",,,,,
FFSU,AK,53746020301,53746,0203,01,2022,2,false,OXYCODONE-,1148.000,23.000000000,119.67,119.67,0.00
FFSU,AK,53746020401,53746,0204,01,2022,2,false,OXYCODONE-,3140.000,35.000000000,785.59,785.59,0.00
FFSU,AK,53746036101,53746,0361,01,2022,2,false,"FOLIC ACID",672.000,16.000000000,294.88,294.88,0.00
FFSU,AK,53746036110,53746,0361,10,2022,2,false,"FOLIC ACID",700.000,11.000000000,146.94,146.94,0.00
FFSU,AK,53746051105,53746,0511,05,2022,2,false,SPIRONOLAC,9594.000,138.000000000,2029.73,2029.73,0.00
FFSU,AK,53746051401,53746,0514,01,2022,2,false,SPIRONOLAC,5771.000,65.000000000,1434.99,1414.66,20.33
FFSU,AK,53746051501,53746,0515,01,2022,2,false,SPIRONOLAC,4890.000,50.000000000,1520.47,1520.47,0.00
FFSU,AK,53746054201,53746,0542,01,2022,2,true,"POTASSIUM ",,,,,
FFSU,AK,53746054401,53746,0544,01,2022,2,false,"PRIMIDONE ",2144.000,23.000000000,616.43,616.43,0.00
FFSU,AK,53746054501,53746,0545,01,2022,2,true,"PRIMIDONE ",,,,,
FFSU,AK,53746061701,53746,0617,01,2022,2,true,"TRAMADOL H",,,,,
FFSU,AK,53746064101,53746,0641,01,2022,2,true,FLECAINIDE,,,,,
FFSU,AK,53746066901,53746,0669,01,2022,2,true,ACEBUTOLOL,,,,,
FFSU,AK,53746071101,53746,0711,01,2022,2,true,GUANFACINE,,,,,
FFSU,AK,54092010001,54092,0100,01,2022,2,false,MESALAMINE,4550.000,34.000000000,12399.09,12399.09,0.00
FFSU,AK,54092017212,54092,0172,12,2022,2,true,"CARBATROL ",,,,,
FFSU,AK,54092017312,54092,0173,12,2022,2,true,"CARBATROL ",,,,,
FFSU,AK,54092018981,54092,0189,81,2022,2,true,"PENTASA   ",,,,,
FFSU,AK,54092019112,54092,0191,12,2022,2,false,"PENTASA   ",1860.000,13.000000000,10927.48,10927.48,0.00
FFSU,AK,54092038101,54092,0381,01,2022,2,false,"ADDERALL X",459.000,12.000000000,642.45,434.11,208.34
FFSU,AK,54092038301,54092,0383,01,2022,2,false,"ADDERALL X",1038.000,31.000000000,3205.17,1744.76,1460.41
FFSU,AK,54092038501,54092,0385,01,2022,2,true,"ADDERALL X",,,,,
FFSU,AK,54092038701,54092,0387,01,2022,2,false,"ADDERALL X",1547.000,49.000000000,4999.31,3970.72,1028.59
FFSU,AK,54092038901,54092,0389,01,2022,2,false,"ADDERALL X",508.000,17.000000000,1117.64,1117.64,0.00
FFSU,AK,54092039101,54092,0391,01,2022,2,false,"ADDERALL X",596.000,20.000000000,2652.33,2652.33,0.00
FFSU,AK,54092046801,54092,0468,01,2022,2,true,"MYDAYIS   ",,,,,
FFSU,AK,54092047101,54092,0471,01,2022,2,true,"MYDAYIS   ",,,,,
FFSU,AK,54092047401,54092,0474,01,2022,2,true,"MYDAYIS   ",,,,,
FFSU,AK,54092047612,54092,0476,12,2022,2,true,"LIALDA    ",,,,,
FFSU,AK,54092047701,54092,0477,01,2022,2,true,"MYDAYIS   ",,,,,
FFSU,AK,54092051702,54092,0517,02,2022,2,true,"INTUNIV   ",,,,,
FFSU,AK,54092051902,54092,0519,02,2022,2,true,"INTUNIV   ",,,,,
FFSU,AK,54092054701,54092,0547,01,2022,2,false,"MOTEGRITY ",600.000,14.000000000,9429.34,8586.20,843.14
FFSU,AK,54123090730,54123,0907,30,2022,2,true,"ZUBSOLV   ",,,,,
FFSU,AK,54123095730,54123,0957,30,2022,2,false,"ZUBSOLV   ",1264.000,36.000000000,11589.87,11589.87,0.00
FFSU,AK,54123098630,54123,0986,30,2022,2,false,"ZUBSOLV   ",466.000,25.000000000,6434.52,6434.52,0.00
FFSU,AK,54436001504,54436,0015,04,2022,2,true,"OTREXUP   ",,,,,
FFSU,AK,54436002004,54436,0020,04,2022,2,true,"OTREXUP   ",,,,,
FFSU,AK,54436020004,54436,0200,04,2022,2,true,"XYOSTED   ",,,,,
FFSU,AK,54436027504,54436,0275,04,2022,2,true,"XYOSTED   ",,,,,
FFSU,AK,54482014407,54482,0144,07,2022,2,true,"CARNITOR  ",,,,,
FFSU,AK,54482014508,54482,0145,08,2022,2,true,"CARNITOR  ",,,,,
FFSU,AK,54482014701,54482,0147,01,2022,2,true,"CARNITOR  ",,,,,
FFSU,AK,54482014801,54482,0148,01,2022,2,true,"CARNITOR S",,,,,
FFSU,AK,54643564601,54643,5646,01,2022,2,true,"INFUVITE P",,,,,
FFSU,AK,54643564901,54643,5649,01,2022,2,false,"INFUVITE A",1533.000,39.000000000,13255.98,13255.98,0.00
FFSU,AK,54766072604,54766,0726,04,2022,2,true,"PRAMOSONE ",,,,,
FFSU,AK,54766079904,54766,0799,04,2022,2,true,"ANALPRAM H",,,,,
FFSU,AK,54838000650,54838,0006,50,2022,2,false,"VITAMIN D3",550.000,11.000000000,165.28,165.28,0.00
FFSU,AK,54838013540,54838,0135,40,2022,2,true,"SILADRYL  ",,,,,
FFSU,AK,54838050280,54838,0502,80,2022,2,false,HYDROXYZIN,35087.000,128.000000000,4209.70,4106.61,103.09
FFSU,AK,54838051080,54838,0510,80,2022,2,true,OXYBUTYNIN,,,,,
FFSU,AK,54838051240,54838,0512,40,2022,2,true,"DOXEPIN HC",,,,,
FFSU,AK,54838052340,54838,0523,40,2022,2,true,FLUOXETINE,,,,,
FFSU,AK,54838055240,54838,0552,40,2022,2,false,CHILDREN'S,4679.000,26.000000000,242.17,242.17,0.00
FFSU,AK,54838055550,54838,0555,50,2022,2,false,ONDANSETRO,2446.200,62.000000000,1336.59,1336.59,0.00
FFSU,AK,54838055840,54838,0558,40,2022,2,false,LORATADINE,3435.000,19.000000000,425.37,425.37,0.00
FFSU,AK,54838056670,54838,0566,70,2022,2,true,LAMIVUDINE,,,,,
FFSU,AK,54838057059,54838,0570,59,2022,2,true,ARIPIPRAZO,,,,,
FFSU,AK,54838057280,54838,0572,80,2022,2,false,CETIRIZINE,11594.000,60.000000000,996.08,996.08,0.00
FFSU,AK,54879000101,54879,0001,01,2022,2,true,ETHAMBUTOL,,,,,
FFSU,AK,54879000201,54879,0002,01,2022,2,false,ETHAMBUTOL,927.000,17.000000000,845.33,845.33,0.00
FFSU,AK,54879000308,54879,0003,08,2022,2,true,DEXAMETHAS,,,,,
FFSU,AK,54879002101,54879,0021,01,2022,2,true,CYCLOPHOSP,,,,,
FFSU,AK,54879003710,54879,0037,10,2022,2,false,SUCCINYLCH,55.000,11.000000000,24.26,24.26,0.00
FFSU,AK,54932050181,54932,0501,81,2022,2,true,PHENOBARBI,,,,,
FFSU,AK,55111011230,55111,0112,30,2022,2,true,MOXIFLOXAC,,,,,
FFSU,AK,55111011381,55111,0113,81,2022,2,true,"ZENATANE  ",,,,,
FFSU,AK,55111012105,55111,0121,05,2022,2,false,ATORVASTAT,4905.000,73.000000000,983.07,983.07,0.00
FFSU,AK,55111012205,55111,0122,05,2022,2,false,ATORVASTAT,8991.000,117.000000000,1903.48,1903.48,0.00
FFSU,AK,55111012305,55111,0123,05,2022,2,false,ATORVASTAT,11125.000,146.000000000,2400.01,2391.54,8.47
FFSU,AK,55111012405,55111,0124,05,2022,2,false,ATORVASTAT,8797.000,116.000000000,2274.41,2274.41,0.00
FFSU,AK,55111012601,55111,0126,01,2022,2,true,CIPROFLOXA,,,,,
FFSU,AK,55111012701,55111,0127,01,2022,2,false,CIPROFLOXA,456.000,24.000000000,483.15,483.15,0.00
FFSU,AK,55111012705,55111,0127,05,2022,2,true,CIPROFLOXA,,,,,
FFSU,AK,55111013781,55111,0137,81,2022,2,false,"ZENATANE  ",570.000,14.000000000,1997.43,1997.43,0.00
FFSU,AK,55111014430,55111,0144,30,2022,2,true,FLUCONAZOL,,,,,
FFSU,AK,55111014512,55111,0145,12,2022,2,false,FLUCONAZOL,260.000,99.000000000,1428.52,1428.52,0.00
FFSU,AK,55111014601,55111,0146,01,2022,2,true,FLUCONAZOL,,,,,
FFSU,AK,55111015001,55111,0150,01,2022,2,true,FLUOXETINE,,,,,
FFSU,AK,55111015030,55111,0150,30,2022,2,false,FLUOXETINE,2386.000,46.000000000,633.14,633.14,0.00
FFSU,AK,55111015330,55111,0153,30,2022,2,false,ONDANSETRO,1369.000,76.000000000,919.60,919.60,0.00
FFSU,AK,55111015430,55111,0154,30,2022,2,false,ONDANSETRO,753.000,37.000000000,546.57,546.57,0.00
FFSU,AK,55111015810,55111,0158,10,2022,2,false,OMEPRAZOLE,12593.000,236.000000000,967.90,939.81,28.09
FFSU,AK,55111015830,55111,0158,30,2022,2,false,OMEPRAZOLE,4672.000,66.000000000,297.56,297.56,0.00
FFSU,AK,55111015834,55111,0158,34,2022,2,true,OMEPRAZOLE,,,,,
FFSU,AK,55111016305,55111,0163,05,2022,2,false,OLANZAPINE,282.000,11.000000000,185.46,185.46,0.00
FFSU,AK,55111016330,55111,0163,30,2022,2,false,OLANZAPINE,1793.000,50.000000000,650.71,650.71,0.00
FFSU,AK,55111016705,55111,0167,05,2022,2,true,OLANZAPINE,,,,,
FFSU,AK,55111016730,55111,0167,30,2022,2,false,OLANZAPINE,3350.000,134.000000000,1857.20,1829.82,27.38
FFSU,AK,55111016805,55111,0168,05,2022,2,false,OLANZAPINE,2710.000,137.000000000,2068.56,2068.56,0.00
FFSU,AK,55111016830,55111,0168,30,2022,2,false,OLANZAPINE,2368.000,77.000000000,1116.54,1116.02,0.52
FFSU,AK,55111017001,55111,0170,01,2022,2,true,"OXAPROZIN ",,,,,
FFSU,AK,55111017915,55111,0179,15,2022,2,false,TIZANIDINE,13280.000,168.000000000,2202.38,2202.38,0.00
FFSU,AK,55111018010,55111,0180,10,2022,2,false,TIZANIDINE,22711.000,301.000000000,3985.65,3976.21,9.44
FFSU,AK,55111018015,55111,0180,15,2022,2,false,TIZANIDINE,48784.000,644.000000000,9561.93,9493.45,68.48
FFSU,AK,55111019605,55111,0196,05,2022,2,false,CLOPIDOGRE,4259.000,75.000000000,782.61,782.61,0.00
FFSU,AK,55111019630,55111,0196,30,2022,2,false,CLOPIDOGRE,1968.000,45.000000000,744.28,744.28,0.00
FFSU,AK,55111019690,55111,0196,90,2022,2,false,CLOPIDOGRE,2940.000,48.000000000,452.66,452.66,0.00
FFSU,AK,55111022990,55111,0229,90,2022,2,true,PRAVASTATI,,,,,
FFSU,AK,55111023090,55111,0230,90,2022,2,false,PRAVASTATI,364.000,25.000000000,412.11,412.11,0.00
FFSU,AK,55111025660,55111,0256,60,2022,2,false,ZIPRASIDON,1538.000,24.000000000,648.02,648.02,0.00
FFSU,AK,55111025760,55111,0257,60,2022,2,false,ZIPRASIDON,1165.000,36.000000000,757.21,757.21,0.00
FFSU,AK,55111025860,55111,0258,60,2022,2,false,ZIPRASIDON,1416.000,29.000000000,846.87,846.87,0.00
FFSU,AK,55111025960,55111,0259,60,2022,2,false,ZIPRASIDON,1439.000,27.000000000,888.35,888.35,0.00
FFSU,AK,55111026281,55111,0262,81,2022,2,true,OLANZAPINE,,,,,
FFSU,AK,55111026381,55111,0263,81,2022,2,true,OLANZAPINE,,,,,
FFSU,AK,55111027950,55111,0279,50,2022,2,true,LEVOFLOXAC,,,,,
FFSU,AK,55111028050,55111,0280,50,2022,2,false,LEVOFLOXAC,101.000,13.000000000,125.10,125.10,0.00
FFSU,AK,55111028130,55111,0281,30,2022,2,false,LEVOFLOXAC,161.000,23.000000000,337.76,337.76,0.00
FFSU,AK,55111028448,55111,0284,48,2022,2,false,FLUOXETINE,55.000,13.000000000,1744.65,1704.71,39.94
FFSU,AK,55111029136,55111,0291,36,2022,2,false,SUMATRIPTA,96.000,11.000000000,114.58,114.58,0.00
FFSU,AK,55111029198,55111,0291,98,2022,2,false,SUMATRIPTA,332.000,29.000000000,309.56,309.56,0.00
FFSU,AK,55111029236,55111,0292,36,2022,2,false,SUMATRIPTA,112.000,11.000000000,171.80,171.80,0.00
FFSU,AK,55111029298,55111,0292,98,2022,2,false,SUMATRIPTA,495.000,48.000000000,302.19,302.19,0.00
FFSU,AK,55111029336,55111,0293,36,2022,2,false,SUMATRIPTA,279.000,18.000000000,289.48,289.48,0.00
FFSU,AK,55111029398,55111,0293,98,2022,2,false,SUMATRIPTA,769.000,77.000000000,520.25,515.59,4.66
FFSU,AK,55111030230,55111,0302,30,2022,2,true,"DONEPEZIL ",,,,,
FFSU,AK,55111032001,55111,0320,01,2022,2,true,GLIMEPIRID,,,,,
FFSU,AK,55111032005,55111,0320,05,2022,2,true,GLIMEPIRID,,,,,
FFSU,AK,55111032101,55111,0321,01,2022,2,false,GLIMEPIRID,1038.000,25.000000000,344.64,344.64,0.00
FFSU,AK,55111032105,55111,0321,05,2022,2,true,GLIMEPIRID,,,,,
FFSU,AK,55111032201,55111,0322,01,2022,2,false,GLIMEPIRID,1651.000,14.000000000,280.95,280.95,0.00
FFSU,AK,55111034205,55111,0342,05,2022,2,true,CITALOPRAM,,,,,
FFSU,AK,55111034305,55111,0343,05,2022,2,true,CITALOPRAM,,,,,
FFSU,AK,55111035260,55111,0352,60,2022,2,true,RIVASTIGMI,,,,,
FFSU,AK,55111036031,55111,0360,31,2022,2,true,DESLORATAD,,,,,
FFSU,AK,55111036430,55111,0364,30,2022,2,true,OMEPRAZOLE,,,,,
FFSU,AK,55111039830,55111,0398,30,2022,2,true,LANSOPRAZO,,,,,
FFSU,AK,55111039905,55111,0399,05,2022,2,true,LANSOPRAZO,,,,,
FFSU,AK,55111039990,55111,0399,90,2022,2,false,LANSOPRAZO,400.000,17.000000000,292.76,292.76,0.00
FFSU,AK,55111041930,55111,0419,30,2022,2,true,LAMOTRIGIN,,,,,
FFSU,AK,55111042830,55111,0428,30,2022,2,false,LAMOTRIGIN,1458.000,29.000000000,6133.66,6133.66,0.00
FFSU,AK,55111046601,55111,0466,01,2022,2,false,METOPROLOL,5875.000,83.000000000,1130.43,1130.43,0.00
FFSU,AK,55111046605,55111,0466,05,2022,2,false,METOPROLOL,10167.000,149.000000000,1515.52,1497.52,18.00
FFSU,AK,55111046701,55111,0467,01,2022,2,false,METOPROLOL,3170.000,42.000000000,719.37,719.37,0.00
FFSU,AK,55111046705,55111,0467,05,2022,2,false,METOPROLOL,12970.000,254.000000000,4129.85,4129.85,0.00
FFSU,AK,55111046801,55111,0468,01,2022,2,false,METOPROLOL,2286.000,27.000000000,409.24,409.24,0.00
FFSU,AK,55111046805,55111,0468,05,2022,2,false,METOPROLOL,7080.000,148.000000000,2891.46,2891.46,0.00
FFSU,AK,55111046901,55111,0469,01,2022,2,false,METOPROLOL,1519.000,30.000000000,750.92,750.92,0.00
FFSU,AK,55111051930,55111,0519,30,2022,2,true,ATOMOXETIN,,,,,
FFSU,AK,55111052030,55111,0520,30,2022,2,true,ATOMOXETIN,,,,,
FFSU,AK,55111052130,55111,0521,30,2022,2,true,ATOMOXETIN,,,,,
FFSU,AK,55111052230,55111,0522,30,2022,2,true,ATOMOXETIN,,,,,
FFSU,AK,55111052601,55111,0526,01,2022,2,true,TACROLIMUS,,,,,
FFSU,AK,55111052830,55111,0528,30,2022,2,true,ATOMOXETIN,,,,,
FFSU,AK,55111053201,55111,0532,01,2022,2,false,DIVALPROEX,13022.000,69.000000000,4690.79,4614.44,76.35
FFSU,AK,55111053401,55111,0534,01,2022,2,false,DIVALPROEX,870.000,11.000000000,346.36,346.36,0.00
FFSU,AK,55111053405,55111,0534,05,2022,2,false,DIVALPROEX,2404.000,25.000000000,762.78,762.78,0.00
FFSU,AK,55111056330,55111,0563,30,2022,2,true,ATOMOXETIN,,,,,
FFSU,AK,55111057503,55111,0575,03,2022,2,true,IBANDRONAT,,,,,
FFSU,AK,55111058601,55111,0586,01,2022,2,true,AMLODIPINE,,,,,
FFSU,AK,55111059660,55111,0596,60,2022,2,true,"MEMANTINE ",,,,,
FFSU,AK,55111059705,55111,0597,05,2022,2,true,"MEMANTINE ",,,,,
FFSU,AK,55111059760,55111,0597,60,2022,2,false,"MEMANTINE ",840.000,21.000000000,342.81,342.81,0.00
FFSU,AK,55111061130,55111,0611,30,2022,2,true,PRAMIPEXOL,,,,,
FFSU,AK,55111061230,55111,0612,30,2022,2,true,PRAMIPEXOL,,,,,
FFSU,AK,55111061430,55111,0614,30,2022,2,true,PRAMIPEXOL,,,,,
FFSU,AK,55111061701,55111,0617,01,2022,2,true,ESZOPICLON,,,,,
FFSU,AK,55111061901,55111,0619,01,2022,2,false,ESZOPICLON,292.000,12.000000000,265.87,265.87,0.00
FFSU,AK,55111062660,55111,0626,60,2022,2,true,ZAFIRLUKAS,,,,,
FFSU,AK,55111062930,55111,0629,30,2022,2,true,ESZOPICLON,,,,,
FFSU,AK,55111064501,55111,0645,01,2022,2,false,OMEPRAZOLE,225.500,27.000000000,397.66,397.66,0.00
FFSU,AK,55111064505,55111,0645,05,2022,2,false,OMEPRAZOLE,16709.000,309.000000000,2230.68,2229.15,1.53
FFSU,AK,55111064530,55111,0645,30,2022,2,false,OMEPRAZOLE,780.000,12.000000000,156.34,156.34,0.00
FFSU,AK,55111064534,55111,0645,34,2022,2,false,OMEPRAZOLE,5974.000,108.000000000,395.26,395.26,0.00
FFSU,AK,55111065001,55111,0650,01,2022,2,true,METAXALONE,,,,,
FFSU,AK,55111065301,55111,0653,01,2022,2,true,"SIROLIMUS ",,,,,
FFSU,AK,55111065930,55111,0659,30,2022,2,true,ROPINIROLE,,,,,
FFSU,AK,55111066130,55111,0661,30,2022,2,true,ROPINIROLE,,,,,
FFSU,AK,55111066230,55111,0662,30,2022,2,true,ROPINIROLE,,,,,
FFSU,AK,55111068205,55111,0682,05,2022,2,false,"IBU       ",4669.000,127.000000000,2696.39,2696.39,0.00
FFSU,AK,55111068305,55111,0683,05,2022,2,false,"IBU       ",903.000,29.000000000,669.44,669.44,0.00
FFSU,AK,55111068405,55111,0684,05,2022,2,false,"IBU       ",631.000,13.000000000,314.92,314.92,0.00
FFSU,AK,55111068507,55111,0685,07,2022,2,false,ZOLEDRONIC,60.000,12.000000000,909.00,909.00,0.00
FFSU,AK,55111069312,55111,0693,12,2022,2,false,SUMATRIPTA,53.000,15.000000000,3852.53,3802.24,50.29
FFSU,AK,55111069407,55111,0694,07,2022,2,true,PALONOSETR,,,,,
FFSU,AK,55111071730,55111,0717,30,2022,2,true,LAMOTRIGIN,,,,,
FFSU,AK,55111071830,55111,0718,30,2022,2,true,LAMOTRIGIN,,,,,
FFSU,AK,55111071930,55111,0719,30,2022,2,true,LAMOTRIGIN,,,,,
FFSU,AK,55111072030,55111,0720,30,2022,2,false,LAMOTRIGIN,2067.000,36.000000000,3289.95,3289.95,0.00
FFSU,AK,55111072590,55111,0725,90,2022,2,false,MONTELUKAS,4200.000,62.000000000,258.50,258.50,0.00
FFSU,AK,55111072730,55111,0727,30,2022,2,true,ROPINIROLE,,,,,
FFSU,AK,55111072830,55111,0728,30,2022,2,true,ROPINIROLE,,,,,
FFSU,AK,55111072901,55111,0729,01,2022,2,false,ALLOPURINO,4526.000,59.000000000,479.19,479.19,0.00
FFSU,AK,55111072910,55111,0729,10,2022,2,false,ALLOPURINO,4460.000,49.000000000,601.37,601.37,0.00
FFSU,AK,55111073001,55111,0730,01,2022,2,false,ALLOPURINO,2160.000,27.000000000,144.91,134.98,9.93
FFSU,AK,55111073005,55111,0730,05,2022,2,false,ALLOPURINO,2302.000,30.000000000,314.42,314.42,0.00
FFSU,AK,55111073130,55111,0731,30,2022,2,true,"VALSARTAN ",,,,,
FFSU,AK,55111073290,55111,0732,90,2022,2,false,"VALSARTAN ",661.000,17.000000000,255.11,255.11,0.00
FFSU,AK,55111073390,55111,0733,90,2022,2,false,"VALSARTAN ",780.000,13.000000000,237.80,237.80,0.00
FFSU,AK,55111073490,55111,0734,90,2022,2,true,"VALSARTAN ",,,,,
FFSU,AK,55111078301,55111,0783,01,2022,2,false,FEXOFENADI,858.000,26.000000000,547.06,547.06,0.00
FFSU,AK,55111078401,55111,0784,01,2022,2,false,FEXOFENADI,6012.000,89.000000000,1752.37,1752.37,0.00
FFSU,AK,55111078430,55111,0784,30,2022,2,true,FEXOFENADI,,,,,
FFSU,AK,55111078927,55111,0789,27,2022,2,true,"SEVELAMER ",,,,,
FFSU,AK,55150011420,55150,0114,20,2022,2,true,AMPICILLIN,,,,,
FFSU,AK,55150011599,55150,0115,99,2022,2,true,AMPICILLIN,,,,,
FFSU,AK,55150011720,55150,0117,20,2022,2,false,AMPICILLIN,15.000,15.000000000,1106.11,1106.11,0.00
FFSU,AK,55150011899,55150,0118,99,2022,2,true,AMPICILLIN,,,,,
FFSU,AK,55150012030,55150,0120,30,2022,2,false,PIPERACILL,16.000,12.000000000,260.51,260.51,0.00
FFSU,AK,55150012150,55150,0121,50,2022,2,true,PIPERACILL,,,,,
FFSU,AK,55150012499,55150,0124,99,2022,2,true,"NAFCILLIN ",,,,,
FFSU,AK,55150012502,55150,0125,02,2022,2,true,ONDANSETRO,,,,,
FFSU,AK,55150016102,55150,0161,02,2022,2,false,"LIDOCAINE ",62.000,30.000000000,231.56,231.56,0.00
FFSU,AK,55150016205,55150,0162,05,2022,2,false,"LIDOCAINE ",102.000,16.000000000,438.28,438.28,0.00
FFSU,AK,55150016505,55150,0165,05,2022,2,true,"LIDOCAINE ",,,,,
FFSU,AK,55150016710,55150,0167,10,2022,2,true,BUPIVACAIN,,,,,
FFSU,AK,55150016830,55150,0168,30,2022,2,true,BUPIVACAIN,,,,,
FFSU,AK,55150016910,55150,0169,10,2022,2,true,BUPIVACAIN,,,,,
FFSU,AK,55150017030,55150,0170,30,2022,2,false,BUPIVACAIN,13.000,13.000000000,1.04,1.04,0.00
FFSU,AK,55150017301,55150,0173,01,2022,2,true,SUMATRIPTA,,,,,
FFSU,AK,55150017410,55150,0174,10,2022,2,true,AZITHROMYC,,,,,
FFSU,AK,55150018003,55150,0180,03,2022,2,true,AMIODARONE,,,,,
FFSU,AK,55150020200,55150,0202,00,2022,2,true,PANTOPRAZO,,,,,
FFSU,AK,55150020830,55150,0208,30,2022,2,true,"MEROPENEM ",,,,,
FFSU,AK,55150023930,55150,0239,30,2022,2,true,DEXAMETHAS,,,,,
FFSU,AK,55150030001,55150,0300,01,2022,2,true,PHENYLEPHR,,,,,
FFSU,AK,55150030401,55150,0304,01,2022,2,false,DEXAMETHAS,19.000,19.000000000,467.53,467.53,0.00
FFSU,AK,55150036425,55150,0364,25,2022,2,false,CYANOCOBAL,14.000,14.000000000,99.29,94.97,4.32
FFSU,AK,55253080130,55253,0801,30,2022,2,true,"MODAFINIL ",,,,,
FFSU,AK,55253080290,55253,0802,90,2022,2,false,"MODAFINIL ",492.000,17.000000000,528.72,525.29,3.43
FFSU,AK,55494012060,55494,0120,60,2022,2,false,"BONJESTA  ",694.000,20.000000000,7924.08,7359.92,564.16
FFSU,AK,55513000204,55513,0002,04,2022,2,true,"ARANESP   ",,,,,
FFSU,AK,55513003201,55513,0032,01,2022,2,true,"ARANESP   ",,,,,
FFSU,AK,55513011201,55513,0112,01,2022,2,false,"TEZSPIRE  ",21.190,13.000000000,35072.08,35072.08,0.00
